,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
4435,773.0,Germany,Male,34,10,126979.75,1,0,0,36823.28,0
4436,616.0,France,Male,37,5,144235.73,2,0,0,154957.66,1
4437,763.0,France,Female,38,0,152582.2,2,0,0,31892.82,0
4438,640.0,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4439,592.0,France,Male,36,1,126477.42,1,0,0,179718.17,0
4440,630.0,France,Male,53,5,138053.67,1,0,1,114110.97,0
4441,529.0,France,Female,31,2,164003.05,2,1,1,60993.23,0
4442,546.0,France,Female,47,8,0.0,1,1,1,66408.01,1
4443,753.0,France,Female,62,6,0.0,2,1,1,136398.9,0
4444,772.0,Spain,Female,39,4,122486.11,2,1,1,140709.25,0
4445,567.0,France,Male,36,1,0.0,2,0,0,8555.73,0
4446,628.0,Germany,Female,45,6,53667.44,1,1,0,115022.94,0
4447,658.0,France,Male,20,7,0.0,2,0,0,187638.34,0
4448,679.0,Spain,Male,58,9,109327.65,1,1,1,3829.13,0
4449,629.0,Spain,Male,34,1,121151.05,1,0,0,119357.93,0
4450,731.0,Spain,Male,42,9,101043.63,1,1,1,192175.52,0
4451,775.0,Germany,Male,33,3,83501.66,2,1,0,128841.31,0
4452,660.0,Spain,Male,33,2,80462.24,1,0,0,150422.35,0
4453,752.0,France,Male,39,3,0.0,1,1,0,188187.05,0
4454,543.0,Spain,Female,46,5,140355.6,1,1,1,85086.78,0
4455,811.0,France,Male,42,10,0.0,2,1,1,3797.79,0
4456,689.0,Germany,Male,45,0,130170.82,2,1,0,150856.38,0
4457,531.0,France,Female,42,2,0.0,2,0,1,90537.47,0
4458,515.0,France,Male,40,0,109542.29,1,1,1,166370.81,0
4459,466.0,France,Female,41,3,33563.95,2,1,0,178994.13,1
4460,782.0,France,Male,36,1,148795.17,2,1,1,195681.43,0
4461,611.0,France,Male,64,9,0.0,2,1,1,53277.15,0
4462,621.0,Germany,Male,40,8,174126.75,3,1,0,172490.78,1
4463,604.0,Spain,Male,41,3,0.0,1,0,0,11819.84,0
4464,655.0,Spain,Female,35,1,106405.03,1,1,1,82900.25,0
4465,689.0,Spain,Male,38,2,0.0,1,1,1,82709.8,0
4466,681.0,Spain,Male,30,2,128393.29,1,1,1,180593.45,0
4467,643.0,Germany,Male,41,2,127841.52,1,1,0,172363.41,0
4468,617.0,France,Female,24,4,137295.19,2,1,1,91195.12,0
4469,638.0,Spain,Female,55,2,155828.22,1,0,1,108987.25,1
4470,743.0,France,Male,39,6,0.0,2,1,0,44265.28,0
4471,828.0,Germany,Female,25,7,144351.86,1,1,0,116613.26,0
4472,776.0,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
4473,540.0,Germany,Male,35,7,127801.88,1,0,1,84239.46,0
4474,616.0,Germany,Female,45,4,122793.96,1,1,1,62002.04,0
4475,667.0,Spain,Female,23,6,136100.69,2,0,0,169669.33,1
4476,615.0,France,Male,30,7,0.0,2,1,1,156346.84,0
4477,543.0,France,Male,30,4,140916.81,1,1,0,157711.18,0
4478,553.0,France,Female,31,4,0.0,2,1,1,89087.4,0
4479,684.0,Spain,Female,36,4,0.0,1,1,0,117038.96,0
4480,452.0,France,Female,35,7,0.0,2,1,0,164241.67,0
4481,606.0,France,Male,47,3,93578.68,2,0,1,137720.56,1
4482,629.0,France,Male,40,9,0.0,1,1,0,106.67,0
4483,659.0,Spain,Female,33,8,115409.6,1,0,1,1539.21,0
4484,493.0,France,Female,33,8,90791.69,1,1,1,59659.53,0
4485,794.0,France,Female,62,9,123681.32,3,1,0,173586.63,1
4486,554.0,France,Female,44,6,92436.86,1,1,0,126033.9,0
4487,796.0,Germany,Female,52,9,167194.36,1,1,1,62808.93,1
4488,807.0,France,Female,36,4,0.0,2,0,1,147007.33,0
4489,500.0,Germany,Male,44,9,160838.13,2,1,0,196261.64,0
4490,722.0,Spain,Male,43,1,0.0,1,1,0,44560.17,1
4491,559.0,Spain,Female,40,7,144470.77,1,1,1,18917.95,0
4492,584.0,Spain,Female,38,3,0.0,2,1,1,4525.4,0
4493,834.0,Germany,Female,68,9,130169.27,2,0,1,93112.2,0
4494,590.0,France,Male,43,7,81076.8,2,1,1,182627.25,1
4495,502.0,Germany,Female,57,3,101465.31,1,1,0,43568.31,1
4496,733.0,France,Male,48,5,0.0,1,0,1,117830.57,0
4497,755.0,Germany,Female,37,0,113865.23,2,1,1,117396.25,0
4498,554.0,Spain,Female,46,7,87603.35,3,0,1,96929.24,1
4499,656.0,Spain,Male,33,4,0.0,2,1,0,116706.0,0
4500,575.0,Germany,Male,49,7,121205.15,4,1,1,168080.53,1
4501,480.0,Spain,Male,47,8,75408.33,1,1,0,25887.89,1
4502,575.0,France,Male,40,5,0.0,2,1,1,122488.59,0
4503,672.0,France,Female,40,3,0.0,1,1,0,113171.61,1
4504,758.0,Spain,Female,35,5,0.0,2,0,0,100365.51,0
4505,682.0,France,Male,50,6,121818.84,2,0,1,124151.37,0
4506,501.0,France,Female,29,8,0.0,2,1,0,112664.24,0
4507,746.0,Germany,Male,34,6,141806.0,2,1,1,183494.87,0
4508,556.0,France,Female,51,8,61354.14,1,1,0,198810.65,1
4509,823.0,Germany,Female,53,4,124954.94,1,0,1,131259.6,1
4510,491.0,Germany,Female,68,1,95039.12,1,0,1,116471.14,1
4511,638.0,France,Female,29,9,103417.74,1,1,1,15336.4,0
4512,734.0,France,Male,45,2,0.0,2,1,0,99593.28,0
4513,555.0,France,Male,40,10,43028.77,1,1,0,170514.21,0
4514,745.0,Germany,Female,44,0,119638.21,1,1,1,34265.08,1
4515,728.0,France,Male,37,3,122689.51,2,0,0,106977.53,1
4516,626.0,France,Male,44,10,0.0,2,0,0,164287.86,0
4517,681.0,Germany,Male,37,8,73179.34,2,1,1,25292.53,0
4518,478.0,France,Female,38,4,171913.87,1,1,0,51820.87,1
4519,709.0,France,Male,38,5,0.0,2,1,1,81452.29,0
4520,562.0,Germany,Male,33,8,92659.2,2,1,0,1354.25,0
4521,769.0,Germany,Female,34,7,137239.17,1,1,1,71379.92,1
4522,684.0,Germany,Female,46,3,102955.14,2,1,0,154137.33,0
4523,536.0,France,Female,61,8,65190.29,1,1,1,64308.49,1
4524,631.0,Germany,Female,29,2,96863.52,2,1,1,31613.35,0
4525,657.0,Spain,Male,34,5,154983.98,1,1,0,27738.01,0
4526,699.0,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
4527,606.0,Spain,Male,38,7,128578.52,1,1,1,193878.51,0
4528,612.0,France,Female,63,2,126473.33,1,0,1,147545.65,0
4529,660.0,France,Female,38,5,110570.78,2,1,0,195906.59,0
4530,829.0,Spain,Male,50,7,0.0,2,0,1,178458.86,0
4531,850.0,France,Female,33,3,0.0,2,1,1,11159.19,0
4532,712.0,Spain,Female,44,2,0.0,2,0,0,45738.94,0
4533,562.0,France,Male,30,3,111099.79,2,0,0,140650.19,0
4534,755.0,France,Female,29,3,0.0,3,1,0,4733.94,0
4535,471.0,Spain,Male,26,8,0.0,2,1,1,179655.87,0
4536,707.0,France,Male,42,2,16893.59,1,1,1,77502.56,0
4537,784.0,Spain,Male,38,10,122267.85,1,0,0,145759.93,0
4538,703.0,France,Male,32,1,125685.79,1,1,1,56246.72,0
4539,704.0,Spain,Male,36,8,127397.34,1,1,0,151335.24,0
4540,662.0,France,Male,38,0,105271.56,1,0,1,179833.45,0
4541,636.0,Germany,Female,28,2,115265.14,1,0,0,191627.85,0
4542,640.0,Spain,Male,36,4,0.0,1,0,0,173016.46,0
4543,739.0,Spain,Male,31,1,0.0,2,1,1,58469.75,0
4544,767.0,Germany,Male,23,2,139542.82,1,0,1,28038.28,0
4545,753.0,Germany,Female,46,3,111512.75,3,1,0,159576.75,1
4546,714.0,France,Male,37,9,148466.93,2,0,1,151280.96,0
4547,707.0,France,Male,29,4,0.0,2,1,0,139953.94,0
4548,577.0,France,Female,35,4,108155.49,1,1,0,105407.79,0
4549,633.0,France,Female,42,1,0.0,2,1,0,56865.62,0
4550,849.0,Germany,Male,41,10,84622.13,1,1,1,198072.16,0
4551,614.0,Spain,Female,41,7,146997.64,2,0,0,137791.18,0
4552,558.0,France,Female,47,9,0.0,2,1,0,103787.28,0
4553,832.0,France,Female,27,10,98590.25,1,1,0,30912.89,0
4554,587.0,Germany,Female,45,8,134980.74,1,1,1,123309.57,1
4555,712.0,Spain,Female,79,5,108078.56,1,1,1,174118.93,0
4556,655.0,Spain,Female,29,9,0.0,2,0,1,85736.26,0
4557,676.0,France,Male,35,5,106836.67,2,1,0,84199.78,0
4558,472.0,France,Male,29,8,102490.27,1,0,1,181224.56,0
4559,598.0,France,Male,38,0,125487.89,1,0,0,158111.71,0
4560,792.0,Spain,Male,25,8,142862.21,1,1,1,130639.01,0
4561,700.0,France,Female,37,7,0.0,2,1,0,17040.82,0
4562,616.0,France,Male,34,10,0.0,2,1,0,25662.27,0
4563,743.0,Spain,Male,35,6,79388.33,1,1,1,193360.69,0
4564,427.0,France,Male,37,5,0.0,2,1,1,121485.1,0
4565,731.0,France,Male,29,10,0.0,2,1,1,162452.65,0
4566,610.0,France,Female,31,6,107784.65,1,1,1,141137.53,0
4567,724.0,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
4568,653.0,Spain,Female,38,9,149571.94,1,1,0,118383.18,0
4569,547.0,Germany,Male,49,8,121537.71,2,1,0,46521.45,1
4570,719.0,Spain,Male,50,2,0.0,2,0,0,10772.13,0
4571,740.0,Spain,Male,43,9,0.0,1,1,0,199290.68,1
4572,543.0,France,Male,42,4,89838.71,3,1,0,85983.54,1
4573,688.0,Germany,Male,45,9,103399.87,1,0,0,129870.93,0
4574,474.0,France,Female,30,9,0.0,2,0,0,63158.22,0
4575,505.0,Germany,Male,43,5,136855.94,2,1,0,171070.52,0
4576,688.0,France,Female,39,0,0.0,2,1,0,53222.15,1
4577,650.0,Germany,Female,55,2,140891.46,3,1,1,179834.45,1
4578,610.0,France,Male,37,0,0.0,1,1,0,114514.64,0
4579,705.0,Spain,Female,46,5,89364.91,1,0,1,139162.15,0
4580,669.0,France,Female,29,7,146011.4,1,0,0,50249.16,0
4581,650.0,Spain,Male,20,8,0.0,2,1,1,113469.65,0
4582,550.0,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
4583,595.0,Germany,Female,45,9,106000.12,1,0,0,191448.96,1
4584,572.0,Spain,Female,26,5,0.0,2,1,0,119381.41,0
4585,622.0,Spain,Female,58,2,0.0,2,1,1,33277.31,0
4586,662.0,Spain,Male,20,9,104508.77,2,0,0,73107.53,0
4587,783.0,Germany,Female,58,3,127539.3,1,1,1,96590.39,1
4588,714.0,Spain,Male,44,7,0.0,1,0,1,6923.11,0
4589,671.0,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
4590,600.0,France,Female,32,1,78535.25,1,1,0,64349.6,0
4591,847.0,Spain,Female,37,9,112712.17,1,1,0,116097.26,0
4592,650.0,Spain,Male,55,9,119618.42,1,1,1,29861.13,0
4593,710.0,Spain,Female,28,6,0.0,1,1,0,48426.98,0
4594,642.0,France,Male,26,1,138023.79,2,0,1,117060.2,0
4595,536.0,Spain,Female,28,4,0.0,1,1,1,136197.65,0
4596,754.0,France,Female,47,1,185513.67,1,1,0,27438.83,0
4597,678.0,France,Male,60,8,185648.56,1,0,0,192156.54,1
4598,533.0,Germany,Female,49,1,102286.6,3,1,0,69409.37,1
4599,741.0,Germany,Male,38,4,128015.83,1,1,0,58440.43,0
4600,757.0,France,Male,31,10,39539.39,2,0,0,192519.39,0
4601,721.0,France,Male,40,3,0.0,1,1,1,144874.67,0
4602,700.0,France,Male,37,3,77608.46,2,1,1,175373.46,0
4603,663.0,France,Male,26,5,141462.13,1,1,0,440.2,0
4604,677.0,Spain,Female,35,0,0.0,2,0,0,76637.38,0
4605,655.0,France,Male,27,2,131691.33,1,1,0,49480.66,0
4606,721.0,Spain,Female,46,7,137933.39,1,1,1,67976.57,0
4607,542.0,Spain,Male,54,8,105770.14,1,0,1,140929.98,1
4608,654.0,Spain,Female,54,5,0.0,2,0,1,47139.06,0
4609,821.0,Spain,Female,38,8,0.0,2,0,1,126241.4,1
4610,508.0,France,Female,38,3,166328.65,2,0,1,22614.19,0
4611,588.0,Germany,Female,42,2,164307.77,1,1,0,48498.19,0
4612,691.0,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
4613,664.0,France,Male,40,7,125608.72,1,1,0,122073.48,0
4614,479.0,Spain,Male,37,6,118433.94,1,0,1,160060.9,0
4615,850.0,France,Female,55,10,98488.08,1,1,0,155879.57,1
4616,518.0,France,Male,40,4,0.0,2,0,1,194416.58,0
4617,717.0,Germany,Female,64,10,98362.35,2,1,1,21630.21,0
4618,850.0,France,Male,34,6,0.0,1,0,1,52796.31,0
4619,700.0,Spain,Male,47,4,0.0,1,1,0,121798.52,1
4620,626.0,France,Female,29,4,105767.28,2,0,0,41104.82,0
4621,719.0,Spain,Female,48,5,0.0,2,0,0,78563.66,0
4622,646.0,Spain,Male,31,2,0.0,1,1,1,170821.43,1
4623,485.0,France,Female,25,3,134467.26,1,1,1,113266.09,0
4624,850.0,Germany,Male,32,2,128647.98,2,0,0,54416.18,0
4625,669.0,France,Female,38,9,121858.98,1,1,0,130755.34,0
4626,731.0,Spain,Male,70,3,0.0,2,1,1,141180.66,0
4627,721.0,France,Female,49,1,120108.56,1,0,1,183421.76,0
4628,515.0,France,Female,37,0,196853.62,1,1,1,132770.11,0
4629,774.0,France,Female,35,3,121418.62,1,1,1,24400.37,0
4630,585.0,Spain,Male,36,10,0.0,2,1,1,180318.6,0
4631,695.0,France,Female,29,9,0.0,2,1,0,111565.45,0
4632,729.0,Germany,Female,42,4,97495.8,2,0,0,2002.5,0
4633,713.0,France,Female,42,3,0.0,2,0,0,82565.01,0
4634,555.0,Spain,Male,33,5,127343.4,1,0,1,121789.3,0
4635,699.0,Spain,Female,50,0,158633.61,1,1,0,193785.87,0
4636,587.0,France,Male,55,9,0.0,1,1,0,64593.07,0
4637,762.0,Spain,Female,69,9,183744.98,1,1,1,196993.69,0
4638,510.0,France,Male,44,6,0.0,2,1,1,175518.31,0
4639,842.0,Spain,Male,46,9,0.0,1,0,0,17268.02,0
4640,608.0,France,Male,31,7,79962.92,2,1,0,60901.72,0
4641,850.0,France,Female,36,10,0.0,2,1,1,100750.03,0
4642,642.0,France,Male,36,4,0.0,2,1,1,195224.91,0
4643,850.0,France,Male,33,7,140956.99,1,0,0,3510.18,0
4644,455.0,Spain,Female,43,6,0.0,1,1,1,81250.79,0
4645,726.0,France,Male,29,7,0.0,2,1,1,91844.14,1
4646,544.0,Spain,Male,30,8,145241.63,1,1,1,80676.83,0
4647,651.0,Germany,Male,31,7,138008.06,2,1,0,129912.74,0
4648,814.0,France,Female,31,4,0.0,2,1,1,142029.17,0
4649,537.0,France,Male,39,2,0.0,2,1,1,137651.6,0
4650,553.0,France,Male,37,2,0.0,2,1,0,33877.29,0
4651,800.0,Spain,Male,38,9,0.0,1,1,0,78744.39,0
4652,791.0,France,Male,34,7,0.0,2,1,0,96734.46,0
4653,699.0,Spain,Female,29,9,127570.93,2,1,0,164756.81,0
4654,756.0,France,Female,28,6,0.0,1,1,1,164394.65,0
4655,591.0,Spain,Female,27,5,107812.67,1,0,1,162501.83,1
4656,850.0,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
4657,760.0,Germany,Male,34,6,121303.77,2,1,1,59325.21,0
4658,569.0,Spain,Male,43,8,161546.68,2,0,1,178187.28,0
4659,661.0,Spain,Female,35,5,128415.45,1,1,0,142626.49,0
4660,670.0,France,Female,31,2,57530.06,1,1,1,181893.31,1
4661,694.0,France,Male,38,1,0.0,2,0,1,156858.2,0
4662,728.0,France,Female,28,4,142243.54,2,1,0,33074.51,0
4663,764.0,Germany,Female,39,9,138341.51,1,1,0,50072.94,1
4664,639.0,France,Male,32,9,0.0,2,1,0,111340.36,0
4665,683.0,France,Female,30,2,0.0,2,0,1,100496.84,1
4666,663.0,Spain,Male,30,4,0.0,3,1,0,101371.05,0
4667,826.0,Spain,Male,41,5,146466.46,2,0,0,180934.67,0
4668,735.0,Spain,Male,36,5,0.0,2,1,0,105152.17,0
4669,682.0,France,Female,58,1,0.0,1,1,1,706.5,0
4670,663.0,France,Female,39,8,0.0,2,1,1,101168.9,0
4671,562.0,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
4672,696.0,France,Male,27,4,87637.26,2,0,0,196111.35,0
4673,850.0,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
4674,719.0,France,Female,22,7,114415.84,1,1,1,177497.4,0
4675,804.0,France,Female,71,8,0.0,2,0,1,147995.96,0
4676,604.0,France,Male,40,1,84315.02,1,0,0,36209.1,0
4677,782.0,Spain,Female,27,3,0.0,2,1,0,143614.01,0
4678,569.0,France,Male,36,1,67087.69,1,1,0,154775.7,0
4679,753.0,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
4680,430.0,France,Female,33,8,0.0,1,1,1,69759.91,0
4681,756.0,France,Male,28,8,179960.2,1,1,0,89938.08,0
4682,493.0,France,Male,38,3,134006.77,1,1,0,89578.32,0
4683,777.0,Germany,Female,37,10,121532.17,2,1,1,73464.88,0
4684,779.0,Spain,Female,38,7,0.0,2,1,1,138542.87,0
4685,702.0,Spain,Female,38,2,0.0,1,1,1,161888.63,0
4686,551.0,France,Male,35,7,129717.3,2,0,0,86937.2,0
4687,749.0,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
4688,742.0,Germany,Male,55,5,155196.17,1,0,1,121207.66,1
4689,576.0,France,Male,24,3,0.0,1,0,1,78498.04,1
4690,637.0,Spain,Male,43,3,172196.23,1,1,1,104769.96,0
4691,724.0,France,Male,28,5,97612.12,1,1,1,96498.14,0
4692,685.0,France,Male,20,4,104719.94,2,1,0,38691.34,0
4693,625.0,France,Female,38,7,0.0,1,1,0,164804.02,0
4694,571.0,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
4695,662.0,Spain,Female,72,7,140301.72,1,0,1,179258.67,0
4696,803.0,Spain,Male,43,3,0.0,1,1,0,72051.44,0
4697,615.0,France,Male,66,7,0.0,2,1,1,74580.8,0
4698,701.0,France,Male,23,3,0.0,2,1,0,38960.59,0
4699,751.0,France,Male,29,10,147737.63,1,0,1,94951.27,0
4700,675.0,France,Male,35,8,0.0,2,1,1,56642.97,0
4701,733.0,Germany,Male,40,5,125725.02,2,1,1,50783.1,0
4702,822.0,France,Male,38,6,128289.7,3,1,0,9149.96,1
4703,559.0,France,Female,46,5,0.0,1,1,0,21006.1,1
4704,731.0,Germany,Female,49,4,88826.07,1,1,1,33759.41,1
4705,678.0,France,Female,41,1,143443.61,1,1,0,196622.28,1
4706,645.0,France,Female,68,9,0.0,4,1,1,176353.87,1
4707,701.0,France,Male,29,2,0.0,2,1,0,176943.59,0
4708,554.0,Spain,Male,26,8,149134.46,1,1,1,177966.24,0
4709,723.0,France,Male,30,3,124119.54,1,1,0,162198.32,0
4710,766.0,Germany,Male,44,3,116822.7,1,0,0,197643.24,0
4711,597.0,France,Female,24,1,103219.47,1,1,0,60420.07,0
4712,574.0,France,Male,41,1,0.0,2,0,0,70550.0,0
4713,655.0,Germany,Female,40,0,81954.6,1,1,1,198798.44,1
4714,780.0,Germany,Female,37,10,95196.26,1,1,0,126310.39,1
4715,672.0,Spain,Male,43,5,0.0,2,1,1,64515.5,0
4716,717.0,France,Male,38,7,0.0,2,1,1,158580.05,0
4717,521.0,France,Female,32,2,136555.01,2,1,1,129353.21,0
4718,669.0,France,Male,39,3,119452.03,1,1,1,171575.54,0
4719,740.0,France,Male,44,9,0.0,1,0,1,96528.0,1
4720,462.0,Germany,Female,24,9,69881.09,2,0,1,64421.02,0
4721,665.0,France,Female,44,7,0.0,2,1,1,66548.58,0
4722,655.0,Spain,Female,27,9,0.0,2,0,0,108008.05,0
4723,463.0,Spain,Male,20,8,204223.03,1,1,0,128268.39,0
4724,799.0,France,Female,63,1,110314.21,2,1,0,37464.0,1
4725,807.0,Germany,Female,31,1,141069.18,3,1,1,194257.11,0
4726,728.0,France,Male,38,1,115934.74,1,1,1,139059.05,0
4727,582.0,France,Male,52,2,151457.88,1,0,1,40893.61,0
4728,704.0,Germany,Female,35,3,154206.07,2,1,1,40261.49,0
4729,714.0,France,Female,26,9,89928.99,1,1,0,46203.31,0
4730,809.0,Germany,Male,41,1,79706.25,2,1,0,165675.01,0
4731,547.0,Spain,Female,44,5,0.0,3,0,0,5459.07,1
4732,560.0,France,Female,27,5,0.0,2,1,0,131919.48,0
4733,811.0,France,Male,31,7,117799.28,1,1,1,182372.35,0
4734,584.0,France,Male,26,4,0.0,2,1,0,147600.54,0
4735,691.0,France,Male,28,1,0.0,2,0,0,92865.41,0
4736,680.0,Germany,Male,34,6,146422.22,1,1,0,67142.97,1
4737,721.0,Germany,Male,40,6,100275.88,1,1,0,138564.48,1
4738,850.0,France,Male,47,6,0.0,1,1,0,187391.02,1
4739,529.0,France,Male,32,9,147493.89,1,1,0,33656.35,0
4740,622.0,France,Male,43,8,0.0,2,1,0,100618.17,0
4741,683.0,France,Female,42,8,0.0,2,0,1,198134.9,0
4742,575.0,France,Male,29,4,121823.4,2,1,1,50368.87,0
4743,577.0,Spain,Female,40,1,0.0,2,1,1,108787.0,0
4744,652.0,Spain,Female,40,7,100471.34,1,1,1,124550.88,0
4745,569.0,Germany,Female,28,3,100032.52,1,1,0,5159.21,1
4746,687.0,Spain,Male,31,3,0.0,2,0,0,48228.1,0
4747,656.0,Germany,Female,23,4,163549.63,1,0,1,21085.12,0
4748,745.0,Germany,Male,51,3,99183.9,1,1,1,28922.25,0
4749,386.0,Spain,Female,53,1,131955.07,1,1,1,62514.65,1
4750,684.0,Spain,Female,41,1,134177.06,1,0,0,177506.66,0
4751,582.0,France,Male,30,2,0.0,2,1,1,132029.95,0
4752,613.0,Spain,Male,19,5,0.0,1,1,1,176903.35,0
4753,795.0,Germany,Female,56,9,94348.94,1,1,0,29239.29,1
4754,659.0,France,Female,32,2,155584.21,1,0,1,153662.88,0
4755,745.0,France,Female,28,6,0.0,2,1,0,154389.18,0
4756,604.0,Spain,Female,41,10,0.0,2,1,1,166224.39,0
4757,509.0,Germany,Male,32,9,170661.47,1,1,1,21646.2,0
4758,619.0,Spain,Female,44,6,52831.13,1,1,1,112649.22,1
4759,572.0,Germany,Male,51,8,97750.07,3,1,1,193014.26,1
4760,695.0,France,Male,36,6,114007.5,2,1,0,118120.88,0
4761,543.0,France,Female,71,1,104308.77,1,1,1,25650.04,0
4762,640.0,France,Female,33,6,84719.13,2,1,1,113048.79,0
4763,672.0,France,Male,39,2,0.0,2,1,0,87372.49,0
4764,701.0,France,Male,39,9,140236.98,1,0,1,146651.99,0
4765,531.0,Spain,Female,42,6,75302.85,2,0,0,57034.35,0
4766,699.0,France,Male,27,1,0.0,2,1,0,93003.21,0
4767,605.0,France,Female,51,9,104760.82,1,1,1,165574.54,1
4768,534.0,France,Female,49,7,0.0,1,1,0,13566.48,1
4769,449.0,Spain,Female,31,1,113693.0,1,0,0,82796.29,0
4770,684.0,Spain,Female,36,5,174180.39,1,1,0,119830.08,0
4771,622.0,Germany,Male,42,9,115766.26,1,0,0,72155.85,1
4772,714.0,France,Female,40,0,0.0,2,1,0,62762.12,0
4773,712.0,Spain,Female,48,8,0.0,2,1,0,183235.33,0
4774,683.0,France,Male,36,5,115350.63,1,1,1,122305.91,0
4775,654.0,Spain,Male,40,5,105683.63,1,1,0,173617.09,0
4776,700.0,France,Male,37,1,135179.49,1,1,0,160670.37,0
4777,744.0,Spain,Male,31,0,117551.23,1,1,0,158958.9,0
4778,645.0,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
4779,525.0,Spain,Male,36,3,77910.23,1,1,0,67238.01,0
4780,732.0,France,Male,25,0,110942.9,1,0,0,172576.56,0
4781,721.0,France,Female,40,7,0.0,2,1,1,122580.48,0
4782,622.0,France,Male,32,5,179305.09,1,1,1,149043.78,0
4783,654.0,Germany,Male,31,5,150593.59,2,1,1,105218.45,0
4784,529.0,France,Female,43,0,123815.86,1,1,1,78463.99,1
4785,720.0,Spain,Female,59,6,0.0,2,1,1,160849.43,1
4786,850.0,Germany,Female,25,8,69385.17,2,1,0,87834.24,0
4787,667.0,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
4788,620.0,France,Male,41,3,0.0,2,1,1,137309.06,0
4789,616.0,France,Male,29,9,0.0,1,1,1,166984.44,0
4790,710.0,Spain,Female,29,3,119670.18,1,1,0,188022.44,0
4791,717.0,Spain,Male,33,1,99106.73,1,0,0,194467.23,0
4792,786.0,Germany,Male,24,2,120135.55,2,1,1,125449.47,0
4793,651.0,France,Female,39,8,0.0,1,1,0,137452.57,0
4794,530.0,France,Female,55,4,120905.03,1,0,1,123475.88,1
4795,815.0,Spain,Female,57,5,0.0,3,0,0,38941.44,1
4796,715.0,Germany,Female,34,9,102277.52,1,0,0,177852.57,1
4797,496.0,Germany,Female,55,4,125292.53,1,1,1,31532.96,1
4798,680.0,Spain,Male,42,0,0.0,1,1,0,136377.21,0
4799,727.0,France,Male,47,7,0.0,2,1,0,193305.35,0
4800,787.0,France,Male,25,5,0.0,2,1,0,47307.9,0
4801,806.0,France,Male,34,6,0.0,2,0,0,100809.99,0
4802,603.0,France,Male,31,1,129743.75,1,1,0,109145.2,0
4803,649.0,Spain,Male,32,1,0.0,1,0,1,91167.19,1
4804,547.0,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
4805,684.0,Germany,Male,32,3,102630.13,2,1,1,127433.47,0
4806,477.0,France,Female,57,9,114023.64,2,1,1,71167.17,1
4807,558.0,Germany,Male,41,2,124227.14,1,1,1,111184.67,0
4808,695.0,France,Female,23,1,0.0,2,1,1,141756.32,0
4809,592.0,Spain,Male,35,6,80285.16,1,1,0,72678.75,1
4810,789.0,France,Male,31,4,175477.15,1,1,1,172832.9,0
4811,839.0,Germany,Male,47,2,136911.07,1,1,1,168184.62,1
4812,405.0,Germany,Male,31,5,133299.67,2,1,1,72950.14,0
4813,658.0,France,Male,39,7,0.0,2,1,0,48378.4,0
4814,684.0,Germany,Male,42,1,117691.0,1,1,1,23135.65,1
4815,633.0,France,Male,35,10,0.0,2,1,0,65675.47,0
4816,589.0,France,Male,46,9,0.0,2,1,0,170676.67,0
4817,750.0,Germany,Female,37,1,133199.71,2,1,1,27366.77,0
4818,771.0,Spain,Male,51,5,135506.58,3,1,1,152479.64,1
4819,812.0,Germany,Male,33,2,127154.14,2,0,1,105383.49,0
4820,538.0,France,Female,62,3,75051.49,1,0,0,17682.02,1
4821,575.0,Spain,Male,52,8,123925.23,1,0,0,111342.66,1
4822,682.0,France,Male,41,6,0.0,2,0,1,134158.09,1
4823,712.0,France,Male,33,3,153819.58,1,1,0,79176.09,1
4824,598.0,Spain,Female,39,5,0.0,2,1,1,83103.46,0
4825,776.0,Spain,Male,30,6,0.0,2,0,1,63908.86,0
4826,686.0,Spain,Male,38,7,111484.88,1,1,1,76076.2,0
4827,850.0,Spain,Male,38,1,146343.98,1,0,1,103902.11,0
4828,606.0,Germany,Male,27,2,130274.26,2,1,0,147533.09,0
4829,627.0,France,Female,21,7,98993.02,1,1,1,169156.64,0
4830,850.0,Spain,Male,36,0,0.0,2,1,0,141242.57,0
4831,850.0,Germany,Male,32,9,141827.33,2,1,1,149458.73,0
4832,579.0,France,Male,28,4,0.0,2,1,1,176925.69,0
4833,727.0,Spain,Male,28,1,0.0,1,1,0,40357.39,0
4834,813.0,Germany,Female,36,6,98088.09,1,0,1,26687.22,1
4835,642.0,France,Male,48,9,118317.27,4,0,0,78702.98,1
4836,669.0,Spain,Male,22,10,0.0,2,1,0,176163.74,0
